year,sector_1,sector_2,pearson_corr
2014,Healthcare,ConsumerDiscret,0.633
2014,Healthcare,ConsumerStaples,0.6243
2014,Healthcare,Industrials,0.7428
2014,Healthcare,Materials,0.6286
2014,Healthcare,Utilities,0.3289
2014,Healthcare,RealEstate,0.595
2014,Healthcare,Communication,0.674
2014,Energy,ConsumerDiscret,0.4769
2014,Energy,ConsumerStaples,0.3351
2014,Energy,Industrials,0.6195
2014,Energy,Materials,0.7094
2014,Energy,Utilities,0.2169
2014,Energy,RealEstate,0.3635
2014,Energy,Communication,0.441
2014,ConsumerDiscret,ConsumerStaples,0.5585
2014,ConsumerDiscret,Industrials,0.6416
2014,ConsumerDiscret,Materials,0.6141
2014,ConsumerDiscret,Utilities,0.1775
2014,ConsumerDiscret,RealEstate,0.5113
2014,ConsumerDiscret,Communication,0.7174
2014,ConsumerStaples,Industrials,0.5827
2014,ConsumerStaples,Materials,0.4222
2014,ConsumerStaples,Utilities,0.4252
2014,ConsumerStaples,RealEstate,0.5665
2014,ConsumerStaples,Communication,0.495
2014,Industrials,Materials,0.6896
2014,Industrials,Utilities,0.2824
2014,Industrials,RealEstate,0.5798
2014,Industrials,Communication,0.6264
2014,Materials,Utilities,0.2526
2014,Materials,RealEstate,0.4952
2014,Materials,Communication,0.5605
2014,Utilities,RealEstate,0.5204
2014,Utilities,Communication,0.2002
2014,RealEstate,Communication,0.5604
2015,Technology,Financials,0.7386
2015,Technology,Healthcare,0.7022
2015,Technology,Energy,0.5947
2015,Technology,ConsumerDiscret,0.733
2015,Technology,ConsumerStaples,0.6799
2015,Technology,Industrials,0.8011
2015,Technology,Materials,0.6902
2015,Technology,Utilities,0.4385
2015,Technology,RealEstate,0.5619
2015,Technology,Communication,0.7059
2015,Financials,Healthcare,0.7396
2015,Financials,Energy,0.6507
2015,Financials,ConsumerDiscret,0.7785
2015,Financials,ConsumerStaples,0.7094
2015,Financials,Industrials,0.8054
2015,Financials,Materials,0.6962
2015,Financials,Utilities,0.3454
2015,Financials,RealEstate,0.5188
2015,Financials,Communication,0.7778
2015,Healthcare,Energy,0.5757
2015,Healthcare,ConsumerDiscret,0.7798
2015,Healthcare,ConsumerStaples,0.7491
2015,Healthcare,Industrials,0.7606
2015,Healthcare,Materials,0.6681
2015,Healthcare,Utilities,0.5174
2015,Healthcare,RealEstate,0.6849
2015,Healthcare,Communication,0.7381
2015,Energy,ConsumerDiscret,0.587
2015,Energy,ConsumerStaples,0.5703
2015,Energy,Industrials,0.6989
2015,Energy,Materials,0.7919
2015,Energy,Utilities,0.3619
2015,Energy,RealEstate,0.4144
2015,Energy,Communication,0.5724
2015,ConsumerDiscret,ConsumerStaples,0.7938
2015,ConsumerDiscret,Industrials,0.7855
2015,ConsumerDiscret,Materials,0.6632
2015,ConsumerDiscret,Utilities,0.485
2015,ConsumerDiscret,RealEstate,0.6592
2015,ConsumerDiscret,Communication,0.8292
2015,ConsumerStaples,Industrials,0.7895
2015,ConsumerStaples,Materials,0.6553
2015,ConsumerStaples,Utilities,0.6286
2015,ConsumerStaples,RealEstate,0.719
2015,ConsumerStaples,Communication,0.7045
2015,Industrials,Materials,0.7735
2015,Industrials,Utilities,0.5084
2015,Industrials,RealEstate,0.6134
2015,Industrials,Communication,0.7383
2015,Materials,Utilities,0.3994
2015,Materials,RealEstate,0.4963
2015,Materials,Communication,0.6451
2015,Utilities,RealEstate,0.7269
2015,Utilities,Communication,0.4274
2015,RealEstate,Communication,0.5968
2016,Technology,Financials,0.5839
2016,Technology,Healthcare,0.4933
2016,Technology,Energy,0.5409
2016,Technology,ConsumerDiscret,0.658
2016,Technology,ConsumerStaples,0.5376
2016,Technology,Industrials,0.6249
2016,Technology,Materials,0.4773
2016,Technology,Utilities,0.219
2016,Technology,RealEstate,0.474
2016,Technology,Communication,0.6543
2016,Financials,Healthcare,0.5315
2016,Financials,Energy,0.6205
2016,Financials,ConsumerDiscret,0.627
2016,Financials,ConsumerStaples,0.3184
2016,Financials,Industrials,0.7582
2016,Financials,Materials,0.6119
2016,Financials,Utilities,-0.0883
2016,Financials,RealEstate,0.2265
2016,Financials,Communication,0.5273
2016,Healthcare,Energy,0.3897
2016,Healthcare,ConsumerDiscret,0.4836
2016,Healthcare,ConsumerStaples,0.3972
2016,Healthcare,Industrials,0.5186
2016,Healthcare,Materials,0.4604
2016,Healthcare,Utilities,0.1411
2016,Healthcare,RealEstate,0.3378
2016,Healthcare,Communication,0.5343
2016,Energy,ConsumerDiscret,0.4964
2016,Energy,ConsumerStaples,0.3611
2016,Energy,Industrials,0.6882
2016,Energy,Materials,0.639
2016,Energy,Utilities,0.1302
2016,Energy,RealEstate,0.2929
2016,Energy,Communication,0.4672
2016,ConsumerDiscret,ConsumerStaples,0.555
2016,ConsumerDiscret,Industrials,0.6636
2016,ConsumerDiscret,Materials,0.4633
2016,ConsumerDiscret,Utilities,0.174
2016,ConsumerDiscret,RealEstate,0.504
2016,ConsumerDiscret,Communication,0.74
2016,ConsumerStaples,Industrials,0.5058
2016,ConsumerStaples,Materials,0.3283
2016,ConsumerStaples,Utilities,0.6191
2016,ConsumerStaples,RealEstate,0.6401
2016,ConsumerStaples,Communication,0.6506
2016,Industrials,Materials,0.7635
2016,Industrials,Utilities,0.2014
2016,Industrials,RealEstate,0.3887
2016,Industrials,Communication,0.6049
2016,Materials,Utilities,0.1591
2016,Materials,RealEstate,0.3247
2016,Materials,Communication,0.4506
2016,Utilities,RealEstate,0.6237
2016,Utilities,Communication,0.3599
2016,RealEstate,Communication,0.5651
2017,Technology,Financials,0.3735
2017,Technology,Healthcare,0.2547
2017,Technology,Energy,0.1487
2017,Technology,ConsumerDiscret,0.3553
2017,Technology,ConsumerStaples,0.0914
2017,Technology,Industrials,0.4452
2017,Technology,Materials,0.3447
2017,Technology,Utilities,-0.0858
2017,Technology,RealEstate,0.1275
2017,Technology,Communication,0.4288
2017,Financials,Healthcare,0.2416
2017,Financials,Energy,0.4023
2017,Financials,ConsumerDiscret,0.4574
2017,Financials,ConsumerStaples,0.0801
2017,Financials,Industrials,0.5776
2017,Financials,Materials,0.489
2017,Financials,Utilities,-0.2792
2017,Financials,RealEstate,-0.0909
2017,Financials,Communication,0.3336
2017,Healthcare,Energy,0.1209
2017,Healthcare,ConsumerDiscret,0.3084
2017,Healthcare,ConsumerStaples,0.1671
2017,Healthcare,Industrials,0.3275
2017,Healthcare,Materials,0.2642
2017,Healthcare,Utilities,0.1813
2017,Healthcare,RealEstate,0.2816
2017,Healthcare,Communication,0.2338
2017,Energy,ConsumerDiscret,0.2984
2017,Energy,ConsumerStaples,0.1133
2017,Energy,Industrials,0.3974
2017,Energy,Materials,0.4489
2017,Energy,Utilities,-0.0495
2017,Energy,RealEstate,0.1855
2017,Energy,Communication,0.1603
2017,ConsumerDiscret,ConsumerStaples,0.3447
2017,ConsumerDiscret,Industrials,0.486
2017,ConsumerDiscret,Materials,0.4936
2017,ConsumerDiscret,Utilities,-0.0582
2017,ConsumerDiscret,RealEstate,0.1335
2017,ConsumerDiscret,Communication,0.4302
2017,ConsumerStaples,Industrials,0.2166
2017,ConsumerStaples,Materials,0.1996
2017,ConsumerStaples,Utilities,0.3428
2017,ConsumerStaples,RealEstate,0.2952
2017,ConsumerStaples,Communication,0.178
2017,Industrials,Materials,0.6012
2017,Industrials,Utilities,0.0126
2017,Industrials,RealEstate,0.1593
2017,Industrials,Communication,0.3961
2017,Materials,Utilities,-0.0575
2017,Materials,RealEstate,0.1562
2017,Materials,Communication,0.3148
2017,Utilities,RealEstate,0.4841
2017,Utilities,Communication,-0.0124
2017,RealEstate,Communication,0.1167
2018,Technology,Financials,0.6927
2018,Technology,Healthcare,0.7222
2018,Technology,Energy,0.6038
2018,Technology,ConsumerDiscret,0.7739
2018,Technology,ConsumerStaples,0.4691
2018,Technology,Industrials,0.775
2018,Technology,Materials,0.7338
2018,Technology,Utilities,0.1053
2018,Technology,RealEstate,0.4019
2018,Technology,Communication,0.7914
2018,Financials,Healthcare,0.7139
2018,Financials,Energy,0.5719
2018,Financials,ConsumerDiscret,0.7228
2018,Financials,ConsumerStaples,0.4514
2018,Financials,Industrials,0.7689
2018,Financials,Materials,0.6942
2018,Financials,Utilities,0.0177
2018,Financials,RealEstate,0.3041
2018,Financials,Communication,0.7107
2018,Healthcare,Energy,0.6104
2018,Healthcare,ConsumerDiscret,0.6993
2018,Healthcare,ConsumerStaples,0.6296
2018,Healthcare,Industrials,0.7617
2018,Healthcare,Materials,0.6541
2018,Healthcare,Utilities,0.2468
2018,Healthcare,RealEstate,0.4848
2018,Healthcare,Communication,0.7513
2018,Energy,ConsumerDiscret,0.6189
2018,Energy,ConsumerStaples,0.3605
2018,Energy,Industrials,0.6868
2018,Energy,Materials,0.6851
2018,Energy,Utilities,0.0604
2018,Energy,RealEstate,0.2604
2018,Energy,Communication,0.595
2018,ConsumerDiscret,ConsumerStaples,0.5402
2018,ConsumerDiscret,Industrials,0.757
2018,ConsumerDiscret,Materials,0.7315
2018,ConsumerDiscret,Utilities,0.1015
2018,ConsumerDiscret,RealEstate,0.4589
2018,ConsumerDiscret,Communication,0.7717
2018,ConsumerStaples,Industrials,0.5144
2018,ConsumerStaples,Materials,0.4469
2018,ConsumerStaples,Utilities,0.5032
2018,ConsumerStaples,RealEstate,0.6494
2018,ConsumerStaples,Communication,0.5339
2018,Industrials,Materials,0.8187
2018,Industrials,Utilities,0.1235
2018,Industrials,RealEstate,0.407
2018,Industrials,Communication,0.7423
2018,Materials,Utilities,0.0797
2018,Materials,RealEstate,0.3467
2018,Materials,Communication,0.7393
2018,Utilities,RealEstate,0.6405
2018,Utilities,Communication,0.1604
2018,RealEstate,Communication,0.4633
2019,Technology,Financials,0.697
2019,Technology,Healthcare,0.5668
2019,Technology,Energy,0.6228
2019,Technology,ConsumerDiscret,0.783
2019,Technology,ConsumerStaples,0.3862
2019,Technology,Industrials,0.7589
2019,Technology,Materials,0.656
2019,Technology,Utilities,-0.0036
2019,Technology,RealEstate,0.1257
2019,Technology,Communication,0.6797
2019,Financials,Healthcare,0.462
2019,Financials,Energy,0.6474
2019,Financials,ConsumerDiscret,0.6797
2019,Financials,ConsumerStaples,0.318
2019,Financials,Industrials,0.7616
2019,Financials,Materials,0.637
2019,Financials,Utilities,-0.0802
2019,Financials,RealEstate,0.0299
2019,Financials,Communication,0.5973
2019,Healthcare,Energy,0.349
2019,Healthcare,ConsumerDiscret,0.5484
2019,Healthcare,ConsumerStaples,0.5037
2019,Healthcare,Industrials,0.533
2019,Healthcare,Materials,0.5096
2019,Healthcare,Utilities,0.3598
2019,Healthcare,RealEstate,0.3788
2019,Healthcare,Communication,0.5762
2019,Energy,ConsumerDiscret,0.5282
2019,Energy,ConsumerStaples,0.1953
2019,Energy,Industrials,0.6678
2019,Energy,Materials,0.5412
2019,Energy,Utilities,-0.1368
2019,Energy,RealEstate,-0.0171
2019,Energy,Communication,0.4773
2019,ConsumerDiscret,ConsumerStaples,0.471
2019,ConsumerDiscret,Industrials,0.6986
2019,ConsumerDiscret,Materials,0.6737
2019,ConsumerDiscret,Utilities,0.0648
2019,ConsumerDiscret,RealEstate,0.2726
2019,ConsumerDiscret,Communication,0.6424
2019,ConsumerStaples,Industrials,0.3875
2019,ConsumerStaples,Materials,0.4555
2019,ConsumerStaples,Utilities,0.5598
2019,ConsumerStaples,RealEstate,0.5592
2019,ConsumerStaples,Communication,0.4882
2019,Industrials,Materials,0.7584
2019,Industrials,Utilities,-0.0179
2019,Industrials,RealEstate,0.1216
2019,Industrials,Communication,0.6171
2019,Materials,Utilities,0.0953
2019,Materials,RealEstate,0.2159
2019,Materials,Communication,0.5319
2019,Utilities,RealEstate,0.6127
2019,Utilities,Communication,0.2174
2019,RealEstate,Communication,0.2653
2020,Technology,Financials,0.722
2020,Technology,Healthcare,0.8204
2020,Technology,Energy,0.5899
2020,Technology,ConsumerDiscret,0.8377
2020,Technology,ConsumerStaples,0.7974
2020,Technology,Industrials,0.722
2020,Technology,Materials,0.767
2020,Technology,Utilities,0.7005
2020,Technology,RealEstate,0.7257
2020,Technology,Communication,0.8929
2020,Financials,Healthcare,0.6744
2020,Financials,Energy,0.8287
2020,Financials,ConsumerDiscret,0.8179
2020,Financials,ConsumerStaples,0.6306
2020,Financials,Industrials,0.9078
2020,Financials,Materials,0.8636
2020,Financials,Utilities,0.6844
2020,Financials,RealEstate,0.8195
2020,Financials,Communication,0.8057
2020,Healthcare,Energy,0.5309
2020,Healthcare,ConsumerDiscret,0.7256
2020,Healthcare,ConsumerStaples,0.8327
2020,Healthcare,Industrials,0.71
2020,Healthcare,Materials,0.7112
2020,Healthcare,Utilities,0.7717
2020,Healthcare,RealEstate,0.7463
2020,Healthcare,Communication,0.7814
2020,Energy,ConsumerDiscret,0.7006
2020,Energy,ConsumerStaples,0.4524
2020,Energy,Industrials,0.8251
2020,Energy,Materials,0.7881
2020,Energy,Utilities,0.4842
2020,Energy,RealEstate,0.6601
2020,Energy,Communication,0.6609
2020,ConsumerDiscret,ConsumerStaples,0.6813
2020,ConsumerDiscret,Industrials,0.8318
2020,ConsumerDiscret,Materials,0.8823
2020,ConsumerDiscret,Utilities,0.6825
2020,ConsumerDiscret,RealEstate,0.821
2020,ConsumerDiscret,Communication,0.8683
2020,ConsumerStaples,Industrials,0.6471
2020,ConsumerStaples,Materials,0.6879
2020,ConsumerStaples,Utilities,0.8411
2020,ConsumerStaples,RealEstate,0.7449
2020,ConsumerStaples,Communication,0.7739
2020,Industrials,Materials,0.8928
2020,Industrials,Utilities,0.7051
2020,Industrials,RealEstate,0.8263
2020,Industrials,Communication,0.7972
2020,Materials,Utilities,0.722
2020,Materials,RealEstate,0.8289
2020,Materials,Communication,0.819
2020,Utilities,RealEstate,0.8303
2020,Utilities,Communication,0.7151
2020,RealEstate,Communication,0.7891
2021,Technology,Financials,0.3194
2021,Technology,Healthcare,0.3573
2021,Technology,Energy,0.2506
2021,Technology,ConsumerDiscret,0.6704
2021,Technology,ConsumerStaples,0.2878
2021,Technology,Industrials,0.4166
2021,Technology,Materials,0.4421
2021,Technology,Utilities,0.1529
2021,Technology,RealEstate,0.412
2021,Technology,Communication,0.5365
2021,Financials,Healthcare,0.1412
2021,Financials,Energy,0.711
2021,Financials,ConsumerDiscret,0.5157
2021,Financials,ConsumerStaples,0.2023
2021,Financials,Industrials,0.8235
2021,Financials,Materials,0.7381
2021,Financials,Utilities,0.1293
2021,Financials,RealEstate,0.1761
2021,Financials,Communication,0.4461
2021,Healthcare,Energy,0.0015
2021,Healthcare,ConsumerDiscret,0.2503
2021,Healthcare,ConsumerStaples,0.4562
2021,Healthcare,Industrials,0.1786
2021,Healthcare,Materials,0.2763
2021,Healthcare,Utilities,0.4023
2021,Healthcare,RealEstate,0.3449
2021,Healthcare,Communication,0.3544
2021,Energy,ConsumerDiscret,0.3583
2021,Energy,ConsumerStaples,0.0621
2021,Energy,Industrials,0.664
2021,Energy,Materials,0.5938
2021,Energy,Utilities,-0.1019
2021,Energy,RealEstate,0.061
2021,Energy,Communication,0.2827
2021,ConsumerDiscret,ConsumerStaples,0.2966
2021,ConsumerDiscret,Industrials,0.5945
2021,ConsumerDiscret,Materials,0.5606
2021,ConsumerDiscret,Utilities,0.2309
2021,ConsumerDiscret,RealEstate,0.3812
2021,ConsumerDiscret,Communication,0.532
2021,ConsumerStaples,Industrials,0.3173
2021,ConsumerStaples,Materials,0.2791
2021,ConsumerStaples,Utilities,0.6787
2021,ConsumerStaples,RealEstate,0.5392
2021,ConsumerStaples,Communication,0.4764
2021,Industrials,Materials,0.7601
2021,Industrials,Utilities,0.2074
2021,Industrials,RealEstate,0.3293
2021,Industrials,Communication,0.5254
2021,Materials,Utilities,0.1897
2021,Materials,RealEstate,0.2843
2021,Materials,Communication,0.4669
2021,Utilities,RealEstate,0.5596
2021,Utilities,Communication,0.4123
2021,RealEstate,Communication,0.4825
2022,Technology,Financials,0.752
2022,Technology,Healthcare,0.6152
2022,Technology,Energy,0.3487
2022,Technology,ConsumerDiscret,0.8611
2022,Technology,ConsumerStaples,0.5157
2022,Technology,Industrials,0.7531
2022,Technology,Materials,0.7642
2022,Technology,Utilities,0.4268
2022,Technology,RealEstate,0.6613
2022,Technology,Communication,0.8188
2022,Financials,Healthcare,0.5972
2022,Financials,Energy,0.4095
2022,Financials,ConsumerDiscret,0.7806
2022,Financials,ConsumerStaples,0.5158
2022,Financials,Industrials,0.7997
2022,Financials,Materials,0.7684
2022,Financials,Utilities,0.4285
2022,Financials,RealEstate,0.6283
2022,Financials,Communication,0.7363
2022,Healthcare,Energy,0.2565
2022,Healthcare,ConsumerDiscret,0.5852
2022,Healthcare,ConsumerStaples,0.6703
2022,Healthcare,Industrials,0.5843
2022,Healthcare,Materials,0.6434
2022,Healthcare,Utilities,0.6269
2022,Healthcare,RealEstate,0.6917
2022,Healthcare,Communication,0.5909
2022,Energy,ConsumerDiscret,0.3258
2022,Energy,ConsumerStaples,0.1777
2022,Energy,Industrials,0.5443
2022,Energy,Materials,0.4244
2022,Energy,Utilities,0.2547
2022,Energy,RealEstate,0.272
2022,Energy,Communication,0.3275
2022,ConsumerDiscret,ConsumerStaples,0.5822
2022,ConsumerDiscret,Industrials,0.7705
2022,ConsumerDiscret,Materials,0.7738
2022,ConsumerDiscret,Utilities,0.4291
2022,ConsumerDiscret,RealEstate,0.6923
2022,ConsumerDiscret,Communication,0.8099
2022,ConsumerStaples,Industrials,0.5569
2022,ConsumerStaples,Materials,0.5684
2022,ConsumerStaples,Utilities,0.6684
2022,ConsumerStaples,RealEstate,0.6135
2022,ConsumerStaples,Communication,0.5028
2022,Industrials,Materials,0.8218
2022,Industrials,Utilities,0.5229
2022,Industrials,RealEstate,0.6267
2022,Industrials,Communication,0.6998
2022,Materials,Utilities,0.544
2022,Materials,RealEstate,0.7139
2022,Materials,Communication,0.7323
2022,Utilities,RealEstate,0.7056
2022,Utilities,Communication,0.4367
2022,RealEstate,Communication,0.6362
2023,Technology,Financials,0.4533
2023,Technology,Healthcare,0.2305
2023,Technology,Energy,0.1479
2023,Technology,ConsumerDiscret,0.6297
2023,Technology,ConsumerStaples,0.1867
2023,Technology,Industrials,0.5008
2023,Technology,Materials,0.5765
2023,Technology,Utilities,0.1645
2023,Technology,RealEstate,0.4571
2023,Technology,Communication,0.6035
2023,Financials,Healthcare,0.3874
2023,Financials,Energy,0.5226
2023,Financials,ConsumerDiscret,0.717
2023,Financials,ConsumerStaples,0.2046
2023,Financials,Industrials,0.7347
2023,Financials,Materials,0.6612
2023,Financials,Utilities,0.2853
2023,Financials,RealEstate,0.5672
2023,Financials,Communication,0.529
2023,Healthcare,Energy,0.246
2023,Healthcare,ConsumerDiscret,0.4033
2023,Healthcare,ConsumerStaples,0.5223
2023,Healthcare,Industrials,0.482
2023,Healthcare,Materials,0.4389
2023,Healthcare,Utilities,0.5011
2023,Healthcare,RealEstate,0.4288
2023,Healthcare,Communication,0.381
2023,Energy,ConsumerDiscret,0.2859
2023,Energy,ConsumerStaples,0.0788
2023,Energy,Industrials,0.5493
2023,Energy,Materials,0.4194
2023,Energy,Utilities,0.1391
2023,Energy,RealEstate,0.1996
2023,Energy,Communication,0.2083
2023,ConsumerDiscret,ConsumerStaples,0.3226
2023,ConsumerDiscret,Industrials,0.7037
2023,ConsumerDiscret,Materials,0.6831
2023,ConsumerDiscret,Utilities,0.3889
2023,ConsumerDiscret,RealEstate,0.6888
2023,ConsumerDiscret,Communication,0.6946
2023,ConsumerStaples,Industrials,0.389
2023,ConsumerStaples,Materials,0.3731
2023,ConsumerStaples,Utilities,0.6047
2023,ConsumerStaples,RealEstate,0.3652
2023,ConsumerStaples,Communication,0.3164
2023,Industrials,Materials,0.782
2023,Industrials,Utilities,0.4202
2023,Industrials,RealEstate,0.6091
2023,Industrials,Communication,0.5483
2023,Materials,Utilities,0.4369
2023,Materials,RealEstate,0.6474
2023,Materials,Communication,0.5549
2023,Utilities,RealEstate,0.6364
2023,Utilities,Communication,0.3383
2023,RealEstate,Communication,0.5219
2024,Technology,Financials,0.4041
2024,Technology,Healthcare,0.1495
2024,Technology,Energy,0.1904
2024,Technology,ConsumerDiscret,0.5346
2024,Technology,ConsumerStaples,-0.0353
2024,Technology,Industrials,0.5113
2024,Technology,Materials,0.5039
2024,Technology,Utilities,-0.1713
2024,Technology,RealEstate,0.2124
2024,Technology,Communication,0.4502
2024,Financials,Healthcare,0.3304
2024,Financials,Energy,0.4381
2024,Financials,ConsumerDiscret,0.5323
2024,Financials,ConsumerStaples,0.1252
2024,Financials,Industrials,0.6606
2024,Financials,Materials,0.5674
2024,Financials,Utilities,0.22
2024,Financials,RealEstate,0.3139
2024,Financials,Communication,0.507
2024,Healthcare,Energy,0.1447
2024,Healthcare,ConsumerDiscret,0.2902
2024,Healthcare,ConsumerStaples,0.5101
2024,Healthcare,Industrials,0.412
2024,Healthcare,Materials,0.3867
2024,Healthcare,Utilities,0.4183
2024,Healthcare,RealEstate,0.4912
2024,Healthcare,Communication,0.3066
2024,Energy,ConsumerDiscret,0.2434
2024,Energy,ConsumerStaples,0.0142
2024,Energy,Industrials,0.4768
2024,Energy,Materials,0.42
2024,Energy,Utilities,0.1397
2024,Energy,RealEstate,0.0976
2024,Energy,Communication,0.2973
2024,ConsumerDiscret,ConsumerStaples,0.2686
2024,ConsumerDiscret,Industrials,0.5964
2024,ConsumerDiscret,Materials,0.5832
2024,ConsumerDiscret,Utilities,0.2148
2024,ConsumerDiscret,RealEstate,0.4795
2024,ConsumerDiscret,Communication,0.4901
2024,ConsumerStaples,Industrials,0.1743
2024,ConsumerStaples,Materials,0.2109
2024,ConsumerStaples,Utilities,0.4916
2024,ConsumerStaples,RealEstate,0.4809
2024,ConsumerStaples,Communication,0.2604
2024,Industrials,Materials,0.7218
2024,Industrials,Utilities,0.2329
2024,Industrials,RealEstate,0.3791
2024,Industrials,Communication,0.4729
2024,Materials,Utilities,0.2892
2024,Materials,RealEstate,0.4934
2024,Materials,Communication,0.4478
2024,Utilities,RealEstate,0.5883
2024,Utilities,Communication,0.2279
2024,RealEstate,Communication,0.3184
